OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
15940,11001000902,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2310,2310,1516,864,888,1079,2310,0.710494255689284,0.749510740417978,593,0.256709956709957,242,0.104761904761905,35,0.032437442075996,145,0.062770562770563,6,0.006944444444444,44,0.029023746701847,143,0.061904761904762,448,0.193939393939394,NA,7.16464404371585,59.53732,0.322374249689432,92.60958100411308,3597608.2040943736,537,0.60472972972973,0,0,15.070082220010509,0.838917550907321,27586.540350302435,8.240266010480344,0,15.630873625164249,16.48923628919552,32.68273576170706,34.477494059227,61.10250598927841,64.45792367594613,16.34136788085353,17.2387470296135,61.10250598927841,64.45792367594613,59.68151747789985,62.95890219511018,0,0,0,0,66.78646003479268,70.45400959928996,31.972241506017777,33.727983318809024,66.0759657791034,69.70449885887199,41.20866682997847,43.47162294424274,0,0,17,7,41,12,34,10,40,16,63,66,NA,22,46,86,23,86,84,0,0,94,45,93,58,0,18,13,34,26,53,51,16,13,52,51,52,44,0,0,0,0,56,54,36,27,56,51,41,35,0,0,2,1,5,2,4,2,5,2,7,7,NA,3,5,9,3,9,9,1,1,10,5,10,6,1,2,2,4,3,6,6,2,2,6,6,6,5,1,1,1,1,6,6,4,3,6,6,5,4,1,1,17 %ile,7 %ile,41 %ile,12 %ile,34 %ile,10 %ile,40 %ile,16 %ile,63 %ile,66 %ile,NA,22 %ile,46 %ile,86 %ile,23 %ile,86 %ile,84 %ile,0 %ile,0 %ile,94 %ile,45 %ile,93 %ile,58 %ile,0 %ile,18 %ile,13 %ile,34 %ile,26 %ile,53 %ile,51 %ile,16 %ile,13 %ile,52 %ile,51 %ile,52 %ile,44 %ile,0 %ile,0 %ile,0 %ile,0 %ile,56 %ile,54 %ile,36 %ile,27 %ile,56 %ile,51 %ile,41 %ile,35 %ile,0 %ile,0 %ile,1867106,307257,0,0,0,0,0.088100485206734,2.258731095e-4
15941,11001000903,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2784,1055,722,358,390,1159,2784,0.710140527380706,0.535108079978114,656,0.235632183908046,124,0.117535545023697,169,0.145815358067299,162,0.058189655172414,0,0,0,0,69,0.024784482758621,163,0.058548850574713,0.132307692307692,7.12487355191257,59.65265,0.331991430774485,94.6323969715207,3431056.7620118125,320,0.82051282051282,0,0,16.640965377432874,1.223242801873656,16936.54684654416,8.012865035662134,0,14.912951074994815,11.237269679540397,32.66646425951245,24.614971678993246,61.78222588212138,46.55440295809592,16.333232129756226,12.307485839496623,60.36194482735997,45.484186798139696,68.17349062854774,51.37037567789895,0,0,0,0,67.46335010116702,50.83526759792083,36.21716689641598,27.290512078883815,63.91264746426351,48.159727198030275,39.0577290059388,29.43094439879627,0,0,17,2,38,15,95,8,0,0,13,6,5,21,46,87,23,85,96,0,0,95,51,90,55,0,17,9,34,18,53,37,16,9,52,37,57,37,0,0,0,0,56,40,40,22,55,36,39,24,0,0,2,1,4,2,11,1,1,1,2,1,1,3,5,9,3,9,11,1,1,11,6,10,6,1,2,1,4,2,6,4,2,1,6,4,6,4,1,1,1,1,6,5,5,3,6,4,4,3,1,1,17 %ile,2 %ile,38 %ile,15 %ile,95 %ile,8 %ile,0 %ile,0 %ile,13 %ile,6 %ile,5 %ile,21 %ile,46 %ile,87 %ile,23 %ile,85 %ile,96 %ile,0 %ile,0 %ile,95 %ile,51 %ile,90 %ile,55 %ile,0 %ile,17 %ile,9 %ile,34 %ile,18 %ile,53 %ile,37 %ile,16 %ile,9 %ile,52 %ile,37 %ile,57 %ile,37 %ile,0 %ile,0 %ile,0 %ile,0 %ile,56 %ile,40 %ile,40 %ile,22 %ile,55 %ile,36 %ile,39 %ile,24 %ile,0 %ile,0 %ile,928101,0,0,0,0,0,0.047982796680895,9.64240015e-5
15942,11001000904,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3221,3221,2215,1214,1301,1554,3221,0.6695289328065,0.542275822726857,918,0.285004656938839,233,0.072337783297113,66,0.042471042471042,247,0.076684259546725,0,0,0,0,160,0.049674014281279,928,0.288109282831419,0.132307692307692,7.14000928961749,59.61709,0.331752033410458,92.33317746929478,3283410.1957365447,644,0.49500384319754,0,0,16.638764592660657,1.623210502491,22815.3801122937,8.092201936653943,0,14.060107588936509,11.387792277264005,30.798330909099015,24.94468784543544,58.249017154165536,47.17799657723659,15.399165454549507,12.47234392271772,56.240430355746035,45.55116910905602,51.55372782610053,41.75523834996802,0,0,0,0,63.60524861661754,51.51620315905145,37.49362023716402,30.367446072704013,61.59666181819804,49.88937569087088,37.49362023716402,30.367446072704013,0,0,15,2,45,6,46,16,0,0,46,92,5,21,46,87,23,84,77,0,0,95,56,92,56,0,16,9,32,19,52,38,15,10,50,37,46,31,0,0,0,0,54,41,41,25,54,38,38,24,0,0,2,1,5,1,5,2,1,1,5,10,1,3,5,9,3,9,8,1,1,11,6,10,6,1,2,1,4,2,6,4,2,2,6,4,5,4,1,1,1,1,6,5,5,3,6,4,4,3,1,1,15 %ile,2 %ile,45 %ile,6 %ile,46 %ile,16 %ile,0 %ile,0 %ile,46 %ile,92 %ile,5 %ile,21 %ile,46 %ile,87 %ile,23 %ile,84 %ile,77 %ile,0 %ile,0 %ile,95 %ile,56 %ile,92 %ile,56 %ile,0 %ile,16 %ile,9 %ile,32 %ile,19 %ile,52 %ile,38 %ile,15 %ile,10 %ile,50 %ile,37 %ile,46 %ile,31 %ile,0 %ile,0 %ile,0 %ile,0 %ile,54 %ile,41 %ile,41 %ile,25 %ile,54 %ile,38 %ile,38 %ile,24 %ile,0 %ile,0 %ile,2024710,75151,0,2,0,0,0.065496233066068,2.18164952e-4
15943,11001001002,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3438,3438,2384,2032,2344,2109,3438,0.919075213039082,0.852197151529523,872,0.253635834787667,631,0.183536940081443,10,0.004741583688952,88,0.025596276905177,91,0.044783464566929,0,0,121,0.035194880744619,401,0.116637579988365,0.183589743589744,7.09996346994536,59.75629,0.334542990853791,98.17980703656052,3652747.310812541,1645,0.70179180887372,0.103032836817425,0,20.04829405448396,9.940468179840275,13260.174898316707,8.8762339930465,0,18.381504260781636,17.043943030590466,43.19653501283685,40.0532661218876,79.95954353440011,74.14115218306853,22.057805112937963,20.45273163670856,79.04046832136105,73.288955031539,82.71676917351736,76.6977436376571,55.144512782344904,51.1318290917714,0,0,88.23122045175185,81.81092654683424,82.71676917351736,76.6977436376571,81.79769396047828,75.84554648612757,58.820813634501235,54.540617697889495,0,0,29,11,41,29,4,1,72,0,24,25,40,20,47,87,24,86,90,60,0,96,90,89,64,0,20,14,43,30,62,57,22,16,61,56,65,53,63,57,0,0,65,61,64,57,64,55,51,43,0,0,3,2,5,3,1,1,8,1,3,3,5,3,5,9,3,9,10,7,1,11,10,9,7,1,3,2,5,4,7,6,3,2,7,6,7,6,7,6,1,1,7,7,7,6,7,6,6,5,1,1,29 %ile,11 %ile,41 %ile,29 %ile,4 %ile,1 %ile,72 %ile,0 %ile,24 %ile,25 %ile,40 %ile,20 %ile,47 %ile,87 %ile,24 %ile,86 %ile,90 %ile,60 %ile,0 %ile,96 %ile,90 %ile,89 %ile,64 %ile,0 %ile,20 %ile,14 %ile,43 %ile,30 %ile,62 %ile,57 %ile,22 %ile,16 %ile,61 %ile,56 %ile,65 %ile,53 %ile,63 %ile,57 %ile,0 %ile,0 %ile,65 %ile,61 %ile,64 %ile,57 %ile,64 %ile,55 %ile,51 %ile,43 %ile,0 %ile,0 %ile,889722,0,0,0,0,0,0.039800682082058,9.2437693e-5
15944,11001001003,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2989,2913,1994,1132,1132,1560,2952,0.660623005015376,0.19975284486716,827,0.276681164268986,216,0.074150360453141,30,0.019230769230769,49,0.01659891598916,0,0,27,0.013540621865597,289,0.096687855470057,527,0.176313148210104,0.094358974358974,7.11150827868852,59.80386,0.331869861755336,94.53974588934426,3206213.6365525634,1068,0.943462897526502,0,0,16.452951126668612,1.662484879432603,16269.4272947057,8.000133194826839,0,13.873083105322902,4.194809742210358,31.049281235722685,9.388383708756518,57.47420143633774,17.378497503442915,15.194329115353655,4.594315431944679,55.49233242129161,16.779238968841433,65.40167749652225,19.775531641848833,0,0,0,0,62.75918547646075,18.976520262380195,37.65551128587645,11.385912157428116,59.456070451383866,17.977756038044394,36.334265275845695,10.986406467693795,0,0,15,0,43,7,17,1,0,7,91,57,0,21,47,87,23,84,99,0,0,95,57,90,55,0,16,3,32,7,51,12,15,3,49,12,56,17,0,0,0,0,54,15,41,16,52,14,37,8,0,0,2,1,5,1,2,1,1,1,10,6,1,3,5,9,3,9,11,1,1,11,6,10,6,1,2,1,4,1,6,2,2,1,5,2,6,2,1,1,1,1,6,2,5,2,6,2,4,1,1,1,15 %ile,0 %ile,43 %ile,7 %ile,17 %ile,1 %ile,0 %ile,7 %ile,91 %ile,57 %ile,0 %ile,21 %ile,47 %ile,87 %ile,23 %ile,84 %ile,99 %ile,0 %ile,0 %ile,95 %ile,57 %ile,90 %ile,55 %ile,0 %ile,16 %ile,3 %ile,32 %ile,7 %ile,51 %ile,12 %ile,15 %ile,3 %ile,49 %ile,12 %ile,56 %ile,17 %ile,0 %ile,0 %ile,0 %ile,0 %ile,54 %ile,15 %ile,41 %ile,16 %ile,52 %ile,14 %ile,37 %ile,8 %ile,0 %ile,0 %ile,982460,0,0,1,0,0,0.040932950638913,1.02087774e-4
15945,11001001004,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4015,3885,2595,1594,1696,1826,4015,0.857280392365469,0.567629033830185,999,0.248816936488169,636,0.163706563706564,11,0.006024096385542,356,0.088667496886675,34,0.021329987452949,47,0.018111753371869,185,0.046077210460772,962,0.239601494396015,0.094358974358974,7.09801521857923,59.8401,0.331971790073177,96.25406036678794,3412816.7785194446,1136,0.669811320754717,0,0,17.96850630710023,10.414774693992566,14131.5785061569,8.671268254518509,0,17.145607847309385,11.35258067660371,41.149458833542525,27.246193623848903,74.58339413579583,49.38372594322614,20.574729416771262,13.623096811924452,72.8688333510649,48.248467875565765,75.4406745281613,49.951354977056326,0,0,0,0,81.44163727471958,53.92475821386762,78.0125157052577,51.65424207854688,77.15523531289223,51.086613044716685,53.1513843266591,35.1930000974715,0,0,26,2,40,25,5,24,57,9,40,83,0,20,48,87,24,85,88,0,0,95,91,90,62,0,19,9,41,20,59,40,20,10,58,39,61,36,0,0,0,0,62,43,62,41,62,38,48,28,0,0,3,1,5,3,1,3,6,1,5,9,1,3,5,9,3,9,9,1,1,11,10,10,7,1,2,1,5,3,6,5,3,2,6,4,7,4,1,1,1,1,7,5,7,5,7,4,5,3,1,1,26 %ile,2 %ile,40 %ile,25 %ile,5 %ile,24 %ile,57 %ile,9 %ile,40 %ile,83 %ile,0 %ile,20 %ile,48 %ile,87 %ile,24 %ile,85 %ile,88 %ile,0 %ile,0 %ile,95 %ile,91 %ile,90 %ile,62 %ile,0 %ile,19 %ile,9 %ile,41 %ile,20 %ile,59 %ile,40 %ile,20 %ile,10 %ile,58 %ile,39 %ile,61 %ile,36 %ile,0 %ile,0 %ile,0 %ile,0 %ile,62 %ile,43 %ile,62 %ile,41 %ile,62 %ile,38 %ile,48 %ile,28 %ile,0 %ile,0 %ile,1471925,0,0,0,0,0,0.06263989522588,1.529475115e-4
15946,11001001100,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4727,4643,3417,2109,2356,2500,4666,0.830259364316827,0.850030752118292,1427,0.301882800930823,563,0.121257807452078,59,0.0236,436,0.093441920274325,35,0.016595542911332,74,0.021656423763535,146,0.030886397292151,1247,0.263803680981595,0.157948717948718,7.07526879781421,59.89163,0.318727219438334,98.80022029043772,3402983.2064490765,1403,0.595500848896435,0,0,17.658018409033176,17.799680449730847,11629.901896365316,8.517962872667132,0,16.605187286336545,17.00061504236584,39.85244948720771,40.80147610167801,70.57204596693032,72.25261393005482,19.926224743603857,20.400738050839006,70.57204596693032,72.25261393005482,69.74178660261349,71.40258317793653,0,0,0,0,78.87463961009857,80.75292145123774,78.87463961009857,80.75292145123774,73.89308342419763,75.652736938528,49.815561859009634,51.001845127097525,0,0,24,11,47,16,22,27,53,11,19,89,16,20,48,85,24,85,84,0,0,95,95,89,60,0,18,14,40,31,58,56,20,16,57,56,58,49,0,0,0,0,61,60,63,59,60,55,46,41,0,0,3,2,5,2,3,3,6,2,2,9,2,3,5,9,3,9,9,1,1,11,11,9,7,1,2,2,5,4,6,6,3,2,6,6,6,5,1,1,1,1,7,7,7,6,7,6,5,5,1,1,24 %ile,11 %ile,47 %ile,16 %ile,22 %ile,27 %ile,53 %ile,11 %ile,19 %ile,89 %ile,16 %ile,20 %ile,48 %ile,85 %ile,24 %ile,85 %ile,84 %ile,0 %ile,0 %ile,95 %ile,95 %ile,89 %ile,60 %ile,0 %ile,18 %ile,14 %ile,40 %ile,31 %ile,58 %ile,56 %ile,20 %ile,16 %ile,57 %ile,56 %ile,58 %ile,49 %ile,0 %ile,0 %ile,0 %ile,0 %ile,61 %ile,60 %ile,63 %ile,59 %ile,60 %ile,55 %ile,46 %ile,41 %ile,0 %ile,0 %ile,1676650,0,0,2,0,0,0.055775775616873,1.742412605e-4
15947,11001001200,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4919,4919,3805,2519,2642,2988,4919,0.740782635479752,0.381082071146583,1353,0.275055905671885,515,0.1046960764383,192,0.06425702811245,449,0.091278715186013007,66,0.026200873362445,35,0.009198423127464,220,0.044724537507624,1089,0.221386460662736,0.06974358974359,7.07305155737705,59.88334,0.341589106254689,100.98498079439582,3520701.1658587153,2052,0.77668433005299,0.062363373030432,0,19.59876460559516,9.445213903155684,11423.121173277288,8.803873797764528,0,14.815652709595032,7.62164142293166,35.55756650302808,18.291939415035984,65.18887192221814,33.5352222608993,17.77878325151404,9.145969707517992,63.70730665125864,32.77305811860614,69.63356773509666,35.8217146877788,42.224610222345845,21.72167805535523,0,0,71.11513300605615,36.58387883007197,65.9296545576979,33.91630433204588,65.9296545576979,33.91630433204588,46.66930603522435,24.00817048223473,0,0,19,1,43,12,67,25,61,4,38,77,0,20,48,88,24,86,94,57,0,96,89,89,63,0,17,6,36,13,55,26,18,7,53,26,58,27,59,54,0,0,58,29,57,27,56,26,44,19,0,0,2,1,5,2,7,3,7,1,4,8,1,3,5,9,3,9,10,6,1,11,9,9,7,1,2,1,4,2,6,3,2,1,6,3,6,3,6,6,1,1,6,3,6,3,6,3,5,2,1,1,19 %ile,1 %ile,43 %ile,12 %ile,67 %ile,25 %ile,61 %ile,4 %ile,38 %ile,77 %ile,0 %ile,20 %ile,48 %ile,88 %ile,24 %ile,86 %ile,94 %ile,57 %ile,0 %ile,96 %ile,89 %ile,89 %ile,63 %ile,0 %ile,17 %ile,6 %ile,36 %ile,13 %ile,55 %ile,26 %ile,18 %ile,7 %ile,53 %ile,26 %ile,58 %ile,27 %ile,59 %ile,54 %ile,0 %ile,0 %ile,58 %ile,29 %ile,57 %ile,27 %ile,56 %ile,26 %ile,44 %ile,19 %ile,0 %ile,0 %ile,1219204,0,0,0,0,0,0.050256981929854,1.266830645e-4
15948,11001001301,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4041,3960,2979,2080,2138,2385,3994,0.993468098681523,0.771238818293821,1454,0.359811927740658,578,0.145959595959596,176,0.073794549266247,272,0.068102153229845,16,0.007692307692308,19,0.006377979187647,85,0.02103439742638,862,0.213313536253403,NA,7.0411049726776,59.98166,0.352542020196006,106.57064655911056,3436125.441421762,1234,0.577174929840973,0.112866485097573,0.034649287292471,19.299045295297567,8.752869388036848,10273.116036473855,8.315991953244577,0,18.87589387494894,14.653537547582593,47.68646873671311,37.01946327810339,87.42519268397403,67.86901600985621,24.836702467038076,19.28097045734551,84.44478838792948,65.55529955497475,82.45785219056641,64.0128219183871,61.595022118254434,47.816806734216875,25.8301705657196,20.052209275639335,95.37293747342622,74.03892655620677,87.42519268397403,67.86901600985621,87.42519268397403,67.86901600985621,57.62114972352833,44.73185146104159,0,0,33,8,53,21,74,12,41,3,10,74,NA,19,48,88,25,85,83,62,26,96,88,88,58,0,21,12,46,28,65,53,25,15,63,51,65,45,65,56,32,25,67,56,66,52,67,50,50,36,0,0,4,1,6,3,8,2,5,1,2,8,NA,2,5,9,3,9,9,7,3,11,9,9,6,1,3,2,5,3,7,6,3,2,7,6,7,5,7,6,4,3,7,6,7,6,7,6,6,4,1,1,33 %ile,8 %ile,53 %ile,21 %ile,74 %ile,12 %ile,41 %ile,3 %ile,10 %ile,74 %ile,NA,19 %ile,48 %ile,88 %ile,25 %ile,85 %ile,83 %ile,62 %ile,26 %ile,96 %ile,88 %ile,88 %ile,58 %ile,0 %ile,21 %ile,12 %ile,46 %ile,28 %ile,65 %ile,53 %ile,25 %ile,15 %ile,63 %ile,51 %ile,65 %ile,45 %ile,65 %ile,56 %ile,32 %ile,25 %ile,67 %ile,56 %ile,66 %ile,52 %ile,67 %ile,50 %ile,50 %ile,36 %ile,0 %ile,0 %ile,2855501,26550,0,0,0,0,0.090071380596679,2.994946525e-4
15949,11001001303,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3580,3580,2934,2279,2329,2512,3551,0.926735143589085,0.69451416825786,972,0.271508379888268,628,0.175418994413408,82,0.032643312101911,399,0.112362714728246,27,0.011847301448004,68,0.023176550783913,117,0.03268156424581,770,0.215083798882682,0.104615384615385,7.05228773224044,59.85213,0.353622789497304,105.48059871761892,3504510.1328413817,290,0.124516960068699,0.108100926556623,0,22.71027119109355,2.715686727637243,10285.88628236778,8.47094204613987,0,17.607967728192616,13.195769196899336,44.48328689227608,33.33668007637727,81.55269263583948,61.11724680669166,22.24164344613804,16.668340038188635,79.69922234866131,59.728218470175946,35.21593545638523,26.391538393798673,56.53084375893419,42.36536426372945,0,0,89.89330892814125,67.36787432101241,62.091254620468696,46.532449273276605,81.55269263583948,61.11724680669166,55.604108615345105,41.67085009547159,0,0,30,5,43,27,34,40,47,12,21,75,0,19,48,88,24,86,38,61,0,97,67,88,60,0,19,10,44,25,62,49,22,13,61,47,34,21,63,55,0,0,65,52,55,38,64,46,49,34,0,0,4,1,5,3,4,5,5,2,3,8,1,2,5,9,3,9,4,7,1,11,7,9,7,1,2,2,5,3,7,5,3,2,7,5,4,3,7,6,1,1,7,6,6,4,7,5,5,4,1,1,30 %ile,5 %ile,43 %ile,27 %ile,34 %ile,40 %ile,47 %ile,12 %ile,21 %ile,75 %ile,0 %ile,19 %ile,48 %ile,88 %ile,24 %ile,86 %ile,38 %ile,61 %ile,0 %ile,97 %ile,67 %ile,88 %ile,60 %ile,0 %ile,19 %ile,10 %ile,44 %ile,25 %ile,62 %ile,49 %ile,22 %ile,13 %ile,61 %ile,47 %ile,34 %ile,21 %ile,63 %ile,55 %ile,0 %ile,0 %ile,65 %ile,52 %ile,55 %ile,38 %ile,64 %ile,46 %ile,49 %ile,34 %ile,0 %ile,0 %ile,889581,5274,0,1,0,0,0.043406323670469,9.29787235e-5
15950,11001001304,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4172,4172,3922,2796,3015,3202,4172,0.789332814844052,0.552115687274783,1359,0.325743048897411,382,0.091562799616491,124,0.038725796377264,405,0.097075743048897,68,0.024320457796853,32,0.008159102498725,0,0,658,0.157718120805369,0.104615384615385,7.05641098360656,59.81149,0.35377740783885,107.56976909681435,3924072.092391624,1895,0.628524046434494,0.119968569960414,0.026451660575237,25.414963928983077,2.861508137793495,10186.818117558627,8.95844661756319,0,14.99732348203698,10.490198058220871,37.09864229767042,25.94943730191479,69.46128770627654,48.586180480180886,19.73332037110129,13.80289218186957,69.46128770627654,48.586180480180886,67.88262207658843,47.481949105631315,49.72796733517525,34.78328829831131,20.52265318594534,14.355007869144352,77.35461585471705,54.10733735292871,53.67463140939551,37.54386673468523,69.46128770627654,48.586180480180886,51.306632964863354,35.88751967286088,0,0,22,2,49,10,42,29,60,4,0,47,0,19,47,88,25,88,86,63,26,98,68,88,65,0,17,8,38,19,57,39,19,11,56,39,57,34,61,54,29,25,60,43,51,30,58,37,47,29,0,0,3,1,5,2,5,3,7,1,1,5,1,2,5,9,3,9,9,7,3,11,7,9,7,1,2,1,4,2,6,4,2,2,6,4,6,4,7,6,3,3,7,5,6,4,6,4,5,3,1,1,22 %ile,2 %ile,49 %ile,10 %ile,42 %ile,29 %ile,60 %ile,4 %ile,0 %ile,47 %ile,0 %ile,19 %ile,47 %ile,88 %ile,25 %ile,88 %ile,86 %ile,63 %ile,26 %ile,98 %ile,68 %ile,88 %ile,65 %ile,0 %ile,17 %ile,8 %ile,38 %ile,19 %ile,57 %ile,39 %ile,19 %ile,11 %ile,56 %ile,39 %ile,57 %ile,34 %ile,61 %ile,54 %ile,29 %ile,25 %ile,60 %ile,43 %ile,51 %ile,30 %ile,58 %ile,37 %ile,47 %ile,29 %ile,0 %ile,0 %ile,707155,9432,0,2,0,0,0.041545420010559,7.44482295e-5
15951,11001001401,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3326,3326,2411,1329,1393,1918,3326,0.759882740882537,0.481376766264367,1303,0.39176187612748,134,0.040288634996993,55,0.028675703858186002,144,0.043295249549008,28,0.021068472535741,28,0.0116134384073,336,0.101022248947685,583,0.175285628382441,0.134358974358974,7.0568368852459,59.96731,0.294030464129003,102.14587888090855,3160893.708304883,1217,0.873653984206748,0,0,14.836716298363273,6.061542284344872,10187.256102916432,8.195219631792213,0,14.43777207676821,9.146158559022966,36.47437156236179,23.1060847806896,63.07026749325061,39.95427159994243,18.237185781180894,11.5530423903448,63.07026749325061,39.95427159994243,74.46850860648867,47.174923093907935,0,0,0,0,71.42897764295851,45.24941602885046,63.07026749325061,39.95427159994243,66.86968119766328,42.361155431264265,43.31331623030463,27.4384756770689,0,0,20,1,56,2,29,4,57,6,93,56,5,19,48,83,24,83,98,0,0,94,83,88,57,0,16,7,37,17,54,32,18,9,53,32,61,34,0,0,0,0,58,36,56,32,57,32,42,22,0,0,3,1,6,1,3,1,6,1,10,6,1,2,5,9,3,9,11,1,1,10,9,9,6,1,2,1,4,2,6,4,2,1,6,4,7,4,1,1,1,1,6,4,6,4,6,4,5,3,1,1,20 %ile,1 %ile,56 %ile,2 %ile,29 %ile,4 %ile,57 %ile,6 %ile,93 %ile,56 %ile,5 %ile,19 %ile,48 %ile,83 %ile,24 %ile,83 %ile,98 %ile,0 %ile,0 %ile,94 %ile,83 %ile,88 %ile,57 %ile,0 %ile,16 %ile,7 %ile,37 %ile,17 %ile,54 %ile,32 %ile,18 %ile,9 %ile,53 %ile,32 %ile,61 %ile,34 %ile,0 %ile,0 %ile,0 %ile,0 %ile,58 %ile,36 %ile,56 %ile,32 %ile,57 %ile,32 %ile,42 %ile,22 %ile,0 %ile,0 %ile,788095,0,0,0,0,0,0.041577736660542,8.1909448e-5
